cell,type,class,sx,sy,px,py
u0_w_reg[3][24],SDFHx4_ASAP7_75t_SL,core,1674,270,19638,25308
u0_w_reg[3][25],SDFHx4_ASAP7_75t_SL,core,1674,270,19962,12078
u0_w_reg[3][26],DFFHQx4_ASAP7_75t_SL,core,1350,270,15480,18288
u0_w_reg[3][27],SDFHx4_ASAP7_75t_SL,core,1674,270,20988,23958
u0_w_reg[3][28],SDFHx4_ASAP7_75t_SL,core,1674,270,19908,24498
u0_w_reg[3][29],DFFHQx4_ASAP7_75t_L,core,1350,270,29952,23688
u0_w_reg[3][30],SDFHx4_ASAP7_75t_SL,core,1674,270,19314,23958
u0_w_reg[3][31],SDFHx4_ASAP7_75t_SL,core,1674,270,2088,20448
u0_g61910,AOI22xp5_ASAP7_75t_SL,core,324,270,26118,23688
u0_g61911,AO21x1_ASAP7_75t_SL,core,324,270,19962,26118
u0_g61933,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,19854,26388
u0_g61934,AOI22xp33_ASAP7_75t_L,core,324,270,17802,24768
u0_g61935,AOI22xp5_ASAP7_75t_SL,core,324,270,16074,21528
u0_g61936,AOI22xp5_ASAP7_75t_SL,core,324,270,8514,22878
u0_g61937,AOI22xp33_ASAP7_75t_SL,core,324,270,20772,31248
u0_g61949,AOI22xp5_ASAP7_75t_SL,core,324,270,26604,20718
u0_g61950,AOI22xp5_ASAP7_75t_SL,core,324,270,16020,20448
u0_g61951,AO21x1_ASAP7_75t_SL,core,324,270,31302,23688
u0_g61968,AOI22xp5_ASAP7_75t_SL,core,324,270,20340,30978
u0_g61969,AOI22xp5_ASAP7_75t_SL,core,324,270,15534,19098
u0_g61970,AOI22xp5_ASAP7_75t_SL,core,324,270,21366,11268
u0_g61971,AOI22xp5_ASAP7_75t_R,core,324,270,27036,25038
u0_g61972,AOI22xp5_ASAP7_75t_SL,core,324,270,21636,19098
u0_g61973,AO21x1_ASAP7_75t_SL,core,324,270,22446,25308
u0_g61974,AO21x1_ASAP7_75t_SL,core,324,270,17370,18288
u0_g61975,AOI22xp33_ASAP7_75t_R,core,324,270,21906,28008
u0_g61976,AOI22xp33_ASAP7_75t_R,core,324,270,5922,20178
u0_g61977,AOI22xp33_ASAP7_75t_R,core,324,270,22014,30168
u0_g61978,AOI22xp33_ASAP7_75t_SL,core,324,270,19638,27198
u0_g61979,AOI22xp33_ASAP7_75t_L,core,324,270,15858,19098
u0_g61980,AOI22xp33_ASAP7_75t_R,core,324,270,21690,22878
u0_g61981,AOI322xp5_ASAP7_75t_SL,core,486,270,20394,21258
u0_g61982,XOR2xp5_ASAP7_75t_SL,core,486,270,21852,23688
u0_g61983,XNOR2xp5_ASAP7_75t_SL,core,486,270,8514,20448
u0_g61984,XNOR2xp5_ASAP7_75t_SL,core,486,270,12186,28818
u0_g61985,AOI22xp5_ASAP7_75t_SL,core,324,270,16344,19098
u0_g61986,XNOR2xp5_ASAP7_75t_SL,core,486,270,21690,10458
u0_g61987,XNOR2xp5_ASAP7_75t_L,core,486,270,21798,25308
u0_g61988,AOI22xp33_ASAP7_75t_L,core,324,270,2196,20988
u0_g61989,NAND2xp5_ASAP7_75t_SL,core,216,270,19962,26658
u0_g62018,XNOR2xp5_ASAP7_75t_SL,core,486,270,9054,25038
u0_g62019,AOI21xp5_ASAP7_75t_R,core,270,270,20664,21528
u0_g62020,AOI22xp33_ASAP7_75t_L,core,324,270,25200,21258
u0_g62021,AOI22xp5_ASAP7_75t_L,core,324,270,20826,21798
u0_g62022,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,31140,23958
u0_g62023,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,16830,18288
u0_g62024,AOI221xp5_ASAP7_75t_SL,core,378,270,22446,20718
u0_g62025,AOI22xp33_ASAP7_75t_R,core,324,270,20988,26658
u0_g62026,AOI22xp33_ASAP7_75t_R,core,324,270,12402,28008
u0_g62027,AOI22xp33_ASAP7_75t_R,core,324,270,15750,21528
u0_g62028,AOI22xp33_ASAP7_75t_L,core,324,270,22176,20988
u0_g62029,AOI22xp33_ASAP7_75t_L,core,324,270,23202,22068
u0_g62030,AOI22xp33_ASAP7_75t_R,core,324,270,9162,24768
u0_g62031,AOI22xp33_ASAP7_75t_L,core,324,270,23202,12348
u0_g62032,AOI22xp33_ASAP7_75t_R,core,324,270,20286,10998
u0_g62033,AOI22xp33_ASAP7_75t_R,core,324,270,19800,25578
u0_g62034,XNOR2xp5_ASAP7_75t_L,core,486,270,19314,24228
u0_g62035,XOR2xp5_ASAP7_75t_L,core,486,270,9756,22608
u0_g62036,XNOR2xp5_ASAP7_75t_SL,core,486,270,20340,21798
u0_g62037,XOR2xp5_ASAP7_75t_SL,core,486,270,15696,20988
u0_g62038,XOR2xp5_ASAP7_75t_SL,core,486,270,20016,22338
u0_g62039,XNOR2xp5_ASAP7_75t_SL,core,486,270,11052,22608
u0_g62040,XNOR2xp5_ASAP7_75t_R,core,486,270,16344,20448
u0_g62041,XNOR2xp5_ASAP7_75t_SL,core,486,270,19368,10728
u0_g62042,XNOR2xp5_ASAP7_75t_SL,core,486,270,16938,26118
u0_g62043,XOR2xp5_ASAP7_75t_SL,core,486,270,21744,23418
u0_g62044,OAI22xp5_ASAP7_75t_SL,core,324,270,20664,26658
u0_g62045,XOR2xp5_ASAP7_75t_L,core,486,270,19908,24768
u0_g62046,XOR2xp5_ASAP7_75t_L,core,486,270,23040,13428
u0_g62047,AOI22xp33_ASAP7_75t_R,core,324,270,21636,9918
u0_g62048,AOI22xp5_ASAP7_75t_R,core,324,270,21312,9918
u0_g62049,AOI22xp33_ASAP7_75t_R,core,324,270,16938,19908
u0_g62050,AOI22xp33_ASAP7_75t_R,core,324,270,20178,26388
u0_g62051,AOI22xp33_ASAP7_75t_L,core,324,270,21204,20988
u0_g62052,AOI22xp33_ASAP7_75t_R,core,324,270,21690,30168
u0_g62053,AOI22xp33_ASAP7_75t_R,core,324,270,7704,19908
u0_g62054,AOI22xp33_ASAP7_75t_L,core,324,270,19314,11808
u0_g62055,AOI22xp33_ASAP7_75t_R,core,324,270,20880,24768
u0_g62056,AO21x1_ASAP7_75t_SL,core,324,270,19800,23148
u0_g62057,AOI22xp5_ASAP7_75t_SL,core,324,270,9270,23418
u0_g62058,AOI22xp33_ASAP7_75t_L,core,324,270,19260,14238
u0_g62059,AOI22xp33_ASAP7_75t_R,core,324,270,21744,36648
u0_g62060,AOI22xp33_ASAP7_75t_R,core,324,270,24768,21528
u0_g62061,AOI22xp5_ASAP7_75t_SL,core,324,270,9918,23688
u0_g62062,AOI22xp33_ASAP7_75t_R,core,324,270,24390,20718
u0_g62063,AOI22xp33_ASAP7_75t_R,core,324,270,24498,16398
u0_g62064,NOR2xp67_ASAP7_75t_SL,core,324,270,20340,21528
u0_g62081,INVxp33_ASAP7_75t_R,core,162,270,19800,26658
u0_g62082,INVx1_ASAP7_75t_SL,core,162,270,22014,24768
u0_g62083,AOI22xp33_ASAP7_75t_R,core,324,270,21474,22338
u0_g62084,AOI22xp33_ASAP7_75t_R,core,324,270,21042,11268
u0_g62085,AOI22xp33_ASAP7_75t_R,core,324,270,31626,23958
u0_g62086,AOI22xp33_ASAP7_75t_R,core,324,270,20448,27738
u0_g62087,AOI22xp33_ASAP7_75t_R,core,324,270,23364,16668
u0_g62088,AOI22xp33_ASAP7_75t_R,core,324,270,22446,20448
u0_g62089,AOI22xp33_ASAP7_75t_L,core,324,270,21960,12618
u0_g62090,AOI22xp33_ASAP7_75t_R,core,324,270,23580,17478
u0_g62091,AOI22xp33_ASAP7_75t_R,core,324,270,21852,36918
u0_g62092,AOI22xp33_ASAP7_75t_SL,core,324,270,19962,12888
u0_g62093,XNOR2xp5_ASAP7_75t_L,core,486,270,16128,19908
u0_g62094,XNOR2xp5_ASAP7_75t_SL,core,486,270,21744,37188
u0_g62095,XOR2xp5_ASAP7_75t_SL,core,486,270,26118,20718
u0_g62096,AOI22xp33_ASAP7_75t_R,core,324,270,19692,30708
u0_g62097,XOR2xp5_ASAP7_75t_SL,core,486,270,19854,30978
u0_g62098,XOR2xp5_ASAP7_75t_SL,core,486,270,20556,11268
u0_g62099,XOR2xp5_ASAP7_75t_L,core,486,270,26604,24768
u0_g62100,XOR2xp5_ASAP7_75t_SL,core,486,270,20826,20178
u0_g62101,XOR2xp5_ASAP7_75t_SL,core,486,270,22554,13428
u0_g62102,XNOR2xp5_ASAP7_75t_L,core,486,270,20124,30438
u0_g62103,XOR2xp5_ASAP7_75t_SL,core,486,270,20232,12348
u0_g62104,XNOR2xp5_ASAP7_75t_L,core,486,270,20934,22068
u0_g62105,XOR2xp5_ASAP7_75t_SL,core,486,270,20772,23418
u0_g62106,OAI22xp5_ASAP7_75t_SL,core,324,270,17640,19098
u0_g62107,OAI22xp5_ASAP7_75t_SL,core,324,270,17316,19098
u0_g62108,XNOR2xp5_ASAP7_75t_SL,core,486,270,23256,12078
u0_g62109,AOI22xp33_ASAP7_75t_L,core,324,270,23796,21528
u0_g62110,XNOR2xp5_ASAP7_75t_SL,core,486,270,16992,19368
u0_g62111,XOR2xp5_ASAP7_75t_SL,core,486,270,21582,29898
u0_g62112,XOR2xp5_ASAP7_75t_SL,core,486,270,21420,22068
u0_g62113,XNOR2xp5_ASAP7_75t_SL,core,486,270,20178,26658
u0_g62114,XOR2xp5_ASAP7_75t_SL,core,486,270,8136,19908
u0_g62115,XNOR2xp5_ASAP7_75t_SL,core,486,270,21312,25308
u0_g62116,AOI22xp33_ASAP7_75t_R,core,324,270,22122,20448
u0_g62117,AOI22xp33_ASAP7_75t_R,core,324,270,22554,16668
u0_g62118,AOI22xp33_ASAP7_75t_R,core,324,270,22500,21528
u0_g62119,AOI22xp33_ASAP7_75t_R,core,324,270,19314,25308
u0_g62120,NAND2xp33_ASAP7_75t_L,core,216,270,30924,23958
u0_g62121,NAND2xp33_ASAP7_75t_SL,core,216,270,17154,18288
u0_g62122,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,19368,23418
u0_g62143,INVxp33_ASAP7_75t_L,core,162,270,23040,12348
u0_g62144,INVxp67_ASAP7_75t_L,core,162,270,23040,22068
u0_g62145,INVxp33_ASAP7_75t_SL,core,162,270,22014,20988
u0_g62146,INVxp67_ASAP7_75t_SL,core,162,270,15642,21258
u0_g62147,INVxp67_ASAP7_75t_L,core,162,270,20718,26928
u0_g62148,AOI22xp33_ASAP7_75t_R,core,324,270,19530,21528
u0_g62149,AOI22xp33_ASAP7_75t_R,core,324,270,8190,20988
u0_g62150,AOI22xp33_ASAP7_75t_R,core,324,270,16992,21528
u0_g62151,AOI22xp33_ASAP7_75t_R,core,324,270,22284,22338
u0_g62152,AOI22xp33_ASAP7_75t_R,core,324,270,23904,20448
u0_g62153,AOI22xp33_ASAP7_75t_R,core,324,270,21690,24768
u0_g62154,AOI22xp33_ASAP7_75t_R,core,324,270,13644,20448
u0_g62155,AOI22xp33_ASAP7_75t_R,core,324,270,17046,22878
u0_g62156,AOI22xp33_ASAP7_75t_R,core,324,270,2520,20988
u0_g62157,AOI22xp33_ASAP7_75t_SL,core,324,270,24552,19908
u0_g62158,AOI22xp33_ASAP7_75t_R,core,324,270,21528,10188
u0_g62159,XOR2xp5_ASAP7_75t_SL,core,486,270,24444,12618
u0_g62160,XNOR2xp5_ASAP7_75t_SL,core,486,270,16830,22608
u0_g62161,XOR2xp5_ASAP7_75t_SL,core,486,270,19854,21798
u0_g62162,XOR2xp5_ASAP7_75t_SL,core,486,270,3006,20988
u0_g62163,XOR2xp5_ASAP7_75t_R,core,486,270,23094,10188
u0_g62164,XOR2xp5_ASAP7_75t_L,core,486,270,23742,20988
u0_g62165,XOR2xp5_ASAP7_75t_SL,core,486,270,8676,24228
u0_g62166,XNOR2x1_ASAP7_75t_SL,core,648,270,22608,12078
u0_g62167,XNOR2xp5_ASAP7_75t_SL,core,486,270,21690,10998
u0_g62168,XOR2xp5_ASAP7_75t_SL,core,486,270,21204,25038
u0_g62169,XNOR2x1_ASAP7_75t_SL,core,648,270,22392,22068
u0_g62170,XNOR2xp5_ASAP7_75t_SL,core,486,270,21528,20988
u0_g62171,XNOR2xp5_ASAP7_75t_SL,core,486,270,19854,21528
u0_g62172,XNOR2x1_ASAP7_75t_SL,core,648,270,16668,21798
u0_g62173,XNOR2x1_ASAP7_75t_SL,core,648,270,11808,27468
u0_g62174,XNOR2x1_ASAP7_75t_SL,core,648,270,18666,23958
u0_g62175,INVxp67_ASAP7_75t_SL,core,162,270,18126,14778
u0_g62176,AOI22xp33_ASAP7_75t_R,core,324,270,16884,21258
u0_g62177,XNOR2xp5_ASAP7_75t_L,core,486,270,21528,10728
u0_g62178,AOI22xp33_ASAP7_75t_R,core,324,270,21690,29358
u0_g62179,AOI22xp33_ASAP7_75t_R,core,324,270,19908,28278
u0_g62180,AOI22xp33_ASAP7_75t_R,core,324,270,21636,18288
u0_g62181,AOI22xp33_ASAP7_75t_R,core,324,270,20556,29088
u0_g62182,AOI22xp33_ASAP7_75t_R,core,324,270,19692,22338
u0_g62183,AOI22xp33_ASAP7_75t_R,core,324,270,21258,37188
u0_g62184,AOI22xp33_ASAP7_75t_R,core,324,270,20664,13698
u0_g62185,AOI22xp33_ASAP7_75t_L,core,324,270,19854,23688
u0_g62186,AOI22xp33_ASAP7_75t_R,core,324,270,20826,13968
u0_g62187,AOI22xp33_ASAP7_75t_R,core,324,270,21150,13428
u0_g62188,AOI22xp33_ASAP7_75t_R,core,324,270,15372,20988
u0_g62189,AOI22xp33_ASAP7_75t_R,core,324,270,20340,13428
u0_g62190,AOI22xp33_ASAP7_75t_R,core,324,270,21960,21258
u0_g62191,AOI22xp33_ASAP7_75t_R,core,324,270,11862,22878
u0_g62192,AOI22xp33_ASAP7_75t_R,core,324,270,20124,10188
u0_g62193,AOI22xp33_ASAP7_75t_R,core,324,270,17316,22608
u0_g62194,AOI22xp33_ASAP7_75t_R,core,324,270,22014,29628
u0_g62195,AOI22xp33_ASAP7_75t_R,core,324,270,20934,12888
u0_g62196,AOI22xp33_ASAP7_75t_R,core,324,270,6408,20448
u0_g62198,XOR2xp5_ASAP7_75t_SL,core,486,270,20340,16938
u0_g62200,XNOR2xp5_ASAP7_75t_SL,core,486,270,18126,13698
u0_g62201,INVx1_ASAP7_75t_L,core,162,270,23580,20988
u0_g62202,INVxp67_ASAP7_75t_R,core,162,270,22230,12888
u0_g62203,INVx1_ASAP7_75t_SL,core,162,270,24120,21528
u0_g62204,INVxp67_ASAP7_75t_R,core,162,270,20286,12888
u0_g62205,INVx1_ASAP7_75t_SL,core,162,270,20664,20178
u0_g62206,INVx1_ASAP7_75t_SL,core,162,270,20502,11538
u0_g62207,INVxp67_ASAP7_75t_SL,core,162,270,20610,30438
u0_g62208,XNOR2xp5_ASAP7_75t_SL,core,486,270,10674,23148
u0_g62209,XOR2xp5_ASAP7_75t_R,core,486,270,23904,20718
u0_g62210,XOR2xp5_ASAP7_75t_R,core,486,270,23688,16668
u0_g62212,XOR2xp5_ASAP7_75t_L,core,486,270,18720,14508
u0_g62213,XOR2xp5_ASAP7_75t_SL,core,486,270,11052,23958
u0_g62214,XOR2xp5_ASAP7_75t_R,core,486,270,21258,36648
u0_g62215,XOR2xp5_ASAP7_75t_R,core,486,270,24282,21528
u0_g62216,XNOR2xp5_ASAP7_75t_L,core,486,270,20340,23688
u0_g62217,XOR2xp5_ASAP7_75t_SL,core,486,270,8028,20448
u0_g62218,XNOR2x1_ASAP7_75t_SL,core,648,270,23688,16398
u0_g62219,XNOR2xp5_ASAP7_75t_SL,core,486,270,24714,20988
u0_g62220,XOR2xp5_ASAP7_75t_SL,core,486,270,16830,20448
u0_g62221,XOR2xp5_ASAP7_75t_SL,core,486,270,20394,25848
u0_g62222,XNOR2xp5_ASAP7_75t_SL,core,486,270,21744,12888
u0_g62223,XOR2xp5_ASAP7_75t_SL,core,486,270,23796,21798
u0_g62224,XOR2xp5_ASAP7_75t_SL,core,486,270,21312,36918
u0_g62225,XNOR2xp5_ASAP7_75t_SL,core,486,270,20988,12618
u0_g62226,XOR2xp5_ASAP7_75t_SL,core,486,270,20988,22338
u0_g62227,XOR2xp5_ASAP7_75t_SL,core,486,270,20880,20718
u0_g62228,XOR2xp5_ASAP7_75t_SL,core,486,270,21528,29628
u0_g62229,XOR2x2_ASAP7_75t_SL,core,594,270,26280,23958
u0_g62230,XNOR2xp5_ASAP7_75t_SL,core,486,270,20178,20178
u0_g62231,XNOR2xp5_ASAP7_75t_SL,core,486,270,20988,13698
u0_g62232,XNOR2xp5_ASAP7_75t_SL,core,486,270,19368,29628
u0_g62233,INVxp33_ASAP7_75t_R,core,162,270,9000,20448
u0_g62234,XNOR2xp5_ASAP7_75t_R,core,486,270,21312,20178
u0_g62235,AOI22xp33_ASAP7_75t_R,core,324,270,19584,16398
u0_g62236,AOI22xp33_ASAP7_75t_R,core,324,270,19530,30978
u0_g62237,XNOR2xp5_ASAP7_75t_R,core,486,270,19638,25038
u0_g62238,NAND2xp5_ASAP7_75t_L,core,216,270,19476,23688
u0_g62239,XNOR2xp5_ASAP7_75t_SL,core,486,270,16506,21528
u0_g62240,XOR2xp5_ASAP7_75t_SL,core,486,270,8406,21258
u0_g62241,XOR2xp5_ASAP7_75t_SL,core,486,270,19584,15858
u0_g62242,XOR2xp5_ASAP7_75t_SL,core,486,270,21906,22068
u0_g62243,INVxp33_ASAP7_75t_SL,core,162,270,24714,19098
u0_g62244,INVxp33_ASAP7_75t_R,core,162,270,23742,20448
u0_g62245,INVxp67_ASAP7_75t_L,core,162,270,2844,20988
u0_g62246,INVxp67_ASAP7_75t_L,core,162,270,23364,21258
u0_g62247,XOR2xp5_ASAP7_75t_R,core,486,270,22014,21528
u0_g62248,XOR2xp5_ASAP7_75t_L,core,486,270,22878,16668
u0_g62249,XOR2xp5_ASAP7_75t_SL,core,486,270,18504,14778
u0_g62250,XNOR2xp5_ASAP7_75t_SL,core,486,270,21204,24768
u0_g62251,XNOR2xp5_ASAP7_75t_SL,core,486,270,23850,18018
u0_g62252,XOR2xp5_ASAP7_75t_SL,core,486,270,23256,20448
u0_g62253,XNOR2xp5_ASAP7_75t_SL,core,486,270,7380,20718
u0_g62254,XOR2x2_ASAP7_75t_SL,core,594,270,14022,19908
u0_g62255,XNOR2x1_ASAP7_75t_SL,core,648,270,19854,11538
u0_g62256,XOR2x2_ASAP7_75t_SL,core,594,270,19314,24498
u0_g62257,INVxp33_ASAP7_75t_R,core,162,270,19692,23688
u0_g62258,XNOR2xp5_ASAP7_75t_SL,core,486,270,11214,23688
u0_g62259,XOR2xp5_ASAP7_75t_SL,core,486,270,20664,18288
u0_g62260,XNOR2xp5_ASAP7_75t_SL,core,486,270,7542,20448
u0_g62261,XNOR2xp5_ASAP7_75t_SL,core,486,270,19206,22608
u0_g62262,XOR2xp5_ASAP7_75t_SL,core,486,270,19314,23148
u0_g62263,XOR2xp5_ASAP7_75t_SL,core,486,270,20664,13428
u0_g62264,XNOR2xp5_ASAP7_75t_SL,core,486,270,19422,28278
u0_g62265,XOR2xp5_ASAP7_75t_SL,core,486,270,19746,12348
u0_g62266,XNOR2xp5_ASAP7_75t_L,core,486,270,18720,22608
u0_g62267,XOR2xp5_ASAP7_75t_SL,core,486,270,21960,29088
u0_g62268,XOR2xp5_ASAP7_75t_SL,core,486,270,20448,12888
u0_g62269,XNOR2xp5_ASAP7_75t_SL,core,486,270,20178,13698
u0_g62270,XOR2xp5_ASAP7_75t_R,core,486,270,21204,29358
u0_g62271,XOR2xp5_ASAP7_75t_SL,core,486,270,17964,13428
u0_g62272,XNOR2xp5_ASAP7_75t_L,core,486,270,20718,12348
u0_g62273,XOR2xp5_ASAP7_75t_SL,core,486,270,19422,15318
u0_g62274,XOR2xp5_ASAP7_75t_SL,core,486,270,16182,20988
u0_g62275,XOR2xp5_ASAP7_75t_SL,core,486,270,19368,21798
u0_g62276,XOR2x2_ASAP7_75t_SL,core,594,270,20664,36648
u0_g62277,XNOR2x2_ASAP7_75t_SL,core,594,270,19962,29088
u0_g62278,XOR2xp5_ASAP7_75t_SL,core,486,270,18990,14778
u0_g62279,XOR2x2_ASAP7_75t_SL,core,594,270,11160,23148
u0_g62280,XOR2x2_ASAP7_75t_SL,core,594,270,16776,20718
u0_g62281,XOR2x2_ASAP7_75t_SL,core,594,270,18126,14508
u0_g62282,AOI211xp5_ASAP7_75t_SL,core,324,270,11970,19908
u0_g62283,AOI221x1_ASAP7_75t_SL,core,756,270,7920,22068
u0_g62284,AOI21xp5_ASAP7_75t_SL,core,270,270,8190,21798
u0_g62285,NAND4xp25_ASAP7_75t_SL,core,324,270,6300,22878
u0_g62286,AOI221x1_ASAP7_75t_SL,core,756,270,13320,18018
u0_g62287,AOI221x1_ASAP7_75t_SL,core,756,270,13266,20988
u0_g62288,AOI21xp5_ASAP7_75t_SL,core,270,270,17856,14778
u0_g62289,AOI221xp5_ASAP7_75t_SL,core,378,270,7488,20988
u0_g62290,OAI21xp5_ASAP7_75t_SL,core,270,270,14562,15588
u0_g62291,NAND4xp25_ASAP7_75t_SL,core,324,270,7542,21258
u0_g62292,XNOR2xp5_ASAP7_75t_SL,core,486,270,19584,28818
u0_g62293,XOR2x2_ASAP7_75t_SL,core,594,270,19044,18018
u0_g62294,AOI211x1_ASAP7_75t_SL,core,648,270,16182,26928
u0_g62295,AOI321xp33_ASAP7_75t_SL,core,432,270,14508,12888
u0_g62296,OAI31xp33_ASAP7_75t_SL,core,324,270,7596,23688
u0_g62297,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,17478,13698
u0_g62298,AOI21xp5_ASAP7_75t_SL,core,270,270,19314,30168
u0_g62299,O2A1O1Ixp5_ASAP7_75t_SL,core,432,270,16290,13428
u0_g62300,AOI211x1_ASAP7_75t_SL,core,648,270,17694,15588
u0_g62301,NOR4xp25_ASAP7_75t_SL,core,324,270,12726,18288
u0_g62302,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,18126,29358
u0_g62303,O2A1O1Ixp5_ASAP7_75t_SL,core,432,270,13536,18558
u0_g62304,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,5976,22878
u0_g62305,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,17802,13698
u0_g62306,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,16992,29898
u0_g62307,AOI221xp5_ASAP7_75t_SL,core,378,270,13752,18288
u0_g62308,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,19260,28818
u0_g62309,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,6246,20718
u0_g62310,AOI21xp5_ASAP7_75t_SL,core,270,270,8460,21798
u0_g62311,OAI221xp5_ASAP7_75t_SL,core,378,270,19152,29358
u0_g62312,AOI221xp5_ASAP7_75t_SL,core,378,270,11916,21798
u0_g62313,OAI321xp33_ASAP7_75t_SL,core,432,270,17262,12888
u0_g62314,AOI221xp5_ASAP7_75t_SL,core,378,270,11376,21798
u0_g62315,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,11646,20178
u0_g62316,AOI221xp5_ASAP7_75t_SL,core,378,270,14940,15858
u0_g62317,OAI22xp5_ASAP7_75t_SL,core,324,270,7704,22608
u0_g62318,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,10998,20448
u0_g62319,AOI311xp33_ASAP7_75t_SL,core,378,270,7542,24498
u0_g62320,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,5814,20988
u0_g62321,OAI211xp5_ASAP7_75t_SL,core,324,270,18072,28818
u0_g62322,AOI21xp5_ASAP7_75t_SL,core,270,270,18612,27738
u0_g62323,AOI211xp5_ASAP7_75t_SL,core,324,270,18396,29088
u0_g62324,OAI221xp5_ASAP7_75t_SL,core,378,270,8352,23148
u0_g62325,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,5004,23958
u0_g62326,OAI221xp5_ASAP7_75t_SL,core,378,270,17748,14508
u0_g62327,OAI221xp5_ASAP7_75t_SL,core,378,270,16344,14778
u0_g62328,OAI221xp5_ASAP7_75t_SL,core,378,270,19098,28548
u0_g62329,OAI321xp33_ASAP7_75t_SL,core,432,270,17424,14778
u0_g62330,XOR2xp5_ASAP7_75t_R,core,486,270,19854,13428
u0_g62331,XOR2xp5_ASAP7_75t_R,core,486,270,19098,16128
u0_g62332,XOR2xp5_ASAP7_75t_R,core,486,270,19692,13698
u0_g62333,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,17964,27198
u0_g62334,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,16722,15318
u0_g62335,A2O1A1Ixp33_ASAP7_75t_L,core,324,270,17748,28818
u0_g62336,OAI22xp5_ASAP7_75t_SL,core,324,270,16182,15318
u0_g62337,NAND2xp33_ASAP7_75t_L,core,216,270,11322,20718
u0_g62338,AOI211xp5_ASAP7_75t_SL,core,324,270,15426,29898
u0_g62339,OAI211xp5_ASAP7_75t_SL,core,324,270,5814,20718
u0_g62340,NAND4xp25_ASAP7_75t_SL,core,324,270,8136,22338
u0_g62341,AOI221xp5_ASAP7_75t_SL,core,378,270,17424,29358
u0_g62342,OAI31xp33_ASAP7_75t_SL,core,324,270,16614,27198
u0_g62343,AOI311xp33_ASAP7_75t_SL,core,378,270,18504,30168
u0_g62344,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,11052,19098
u0_g62345,OAI321xp33_ASAP7_75t_SL,core,432,270,11322,21258
u0_g62346,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,11052,17208
u0_g62347,OAI221xp5_ASAP7_75t_SL,core,378,270,17910,30168
u0_g62348,OAI221xp5_ASAP7_75t_SL,core,378,270,14562,13158
u0_g62349,OAI211xp5_ASAP7_75t_SL,core,324,270,6030,22068
u0_g62350,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,13644,18828
u0_g62351,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,18450,29358
u0_g62352,OAI211xp5_ASAP7_75t_SL,core,324,270,11052,19638
u0_g62353,AOI221x1_ASAP7_75t_SL,core,756,270,16290,12888
u0_g62354,OAI21xp5_ASAP7_75t_SL,core,270,270,13050,18288
u0_g62355,OAI211xp5_ASAP7_75t_SL,core,324,270,4572,23418
u0_g62356,OAI211xp5_ASAP7_75t_SL,core,324,270,5166,20718
u0_g62357,AOI22xp5_ASAP7_75t_L,core,324,270,5544,23958
u0_g62358,AOI211xp5_ASAP7_75t_SL,core,324,270,16938,12618
u0_g62359,OAI221xp5_ASAP7_75t_SL,core,378,270,10998,21798
u0_g62360,OAI22xp5_ASAP7_75t_SL,core,324,270,8352,22608
u0_g62361,OAI211xp5_ASAP7_75t_L,core,324,270,10296,19908
u0_g62362,NAND3xp33_ASAP7_75t_SL,core,270,270,18342,28008
u0_g62363,AOI221xp5_ASAP7_75t_SL,core,378,270,14832,15048
u0_g62364,OAI211xp5_ASAP7_75t_SL,core,324,270,17586,16398
u0_g62365,AOI221xp5_ASAP7_75t_SL,core,378,270,13806,14778
u0_g62366,XOR2xp5_ASAP7_75t_R,core,486,270,19476,12078
u0_g62367,XNOR2xp5_ASAP7_75t_R,core,486,270,20502,12618
u0_g62368,AOI21xp5_ASAP7_75t_L,core,270,270,13266,18558
u0_g62369,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,16236,29358
u0_g62370,A2O1A1O1Ixp25_ASAP7_75t_SL,core,486,270,14508,13968
u0_g62371,A2O1A1Ixp33_ASAP7_75t_SL,core,324,270,11862,20718
u0_g62372,O2A1O1Ixp33_ASAP7_75t_SL,core,324,270,12456,19098
u0_g62373,AOI221xp5_ASAP7_75t_SL,core,378,270,10674,17208
u0_g62374,AOI221xp5_ASAP7_75t_SL,core,378,270,17802,31518
